shoulder_angle,torso_angle,shoulder_distance,vertical_offset,label
0.126082,0.041145,0.581821,0.126082,2
0.127485,0.04198,0.580882,0.127485,2
0.13004,0.043172,0.579145,0.13004,2
0.135161,0.044836,0.578249,0.135161,2
0.142796,0.047525,0.575787,0.142796,2
0.142734,0.045118,0.581578,0.142734,2
0.142811,0.044419,0.583098,0.142811,2
0.142183,0.044492,0.584216,0.142183,2
0.141782,0.04398,0.583821,0.141782,2
0.140275,0.04328,0.582019,0.140275,2
0.138912,0.042649,0.58081,0.138912,2
0.138086,0.041567,0.579111,0.138086,2
0.13805,0.040236,0.578953,0.13805,2
0.137969,0.039973,0.578502,0.137969,2
0.137422,0.039296,0.578332,0.137422,2
0.137122,0.038775,0.578194,0.137122,2
0.137997,0.038742,0.578502,0.137997,2
0.138808,0.039163,0.578537,0.138808,2
0.13926,0.039309,0.578504,0.13926,2
0.137572,0.038404,0.577559,0.137572,2
0.136629,0.03806,0.576696,0.136629,2
0.136345,0.038683,0.576198,0.136345,2
0.136076,0.03914,0.574832,0.136076,2
0.136152,0.040696,0.572516,0.136152,2
0.1364,0.041831,0.571321,0.1364,2
0.136934,0.042746,0.571326,0.136934,2
0.136933,0.042867,0.571302,0.136933,2
0.136886,0.042959,0.571258,0.136886,2
0.136995,0.042821,0.571519,0.136995,2
0.137242,0.043255,0.572165,0.137242,2
0.136408,0.043451,0.572661,0.136408,2
0.134265,0.040951,0.573499,0.134265,2
0.132849,0.039595,0.573174,0.132849,2
0.132326,0.039233,0.572928,0.132326,2
0.133439,0.040589,0.572452,0.133439,2
0.134462,0.04129,0.571721,0.134462,2
0.135275,0.041842,0.571172,0.135275,2
0.136463,0.042174,0.571237,0.136463,2
0.137648,0.043005,0.571343,0.137648,2
0.138652,0.043351,0.571441,0.138652,2
0.140842,0.043881,0.571269,0.140842,2
0.143389,0.044168,0.571776,0.143389,2
0.147534,0.044175,0.574234,0.147534,2
0.151336,0.044543,0.575846,0.151336,2
0.007476,-0.00301,0.457695,0.007476,0
0.008997,-3.1e-05,0.454533,0.008997,0
0.007365,-0.00975,0.4556,0.007365,0
0.004634,-0.007606,0.45706,0.004634,0
0.00336,-0.006008,0.457461,0.00336,0
0.003951,-0.005151,0.460008,0.003951,0
0.007818,-0.001845,0.470966,0.007818,0
0.004776,-0.007035,0.479093,0.004776,0
0.006007,-7.3e-05,0.484565,0.006007,0
0.001015,-0.000893,0.49004,0.001015,0
0.000465,-9.8e-05,0.494513,0.000465,0
0.001607,-0.000898,0.50018,0.001607,0
0.000591,-0.000856,0.500445,0.000591,0
0.000103,-0.000785,0.499787,0.000103,0
0.000431,-0.010308,0.468707,0.000431,0
0.000976,-0.00479,0.459963,0.000976,0
0.006596,-0.013878,0.457741,0.006596,0
0.017895,-0.014357,0.453456,0.017895,0
0.004404,-0.000418,0.459114,0.004404,0
0.00619,-0.00498,0.463763,0.00619,0
4.8e-05,-0.001574,0.466833,4.8e-05,0
6e-05,-0.007013,0.463548,6e-05,0
0.003471,0.00318,0.485509,0.003471,0
0.0003,0.0006,0.490137,0.0003,0
0.01181,-0.000307,0.499849,0.01181,0
0.008107,-0.004447,0.494483,0.008107,0
0.01887,0.000179,0.484076,0.01887,0
0.008005,-0.003907,0.486538,0.008005,0
0.010648,-0.001148,0.48043,0.010648,0
0.010574,0.00655,0.4805,0.010574,0
0.00983,0.0037,0.450061,0.00983,0
0.00049,0.003758,0.441713,0.00049,0
0.003073,-0.00769,0.390903,0.003073,0
0.010536,-0.0109,0.380001,0.010536,0
0.010047,-0.010459,0.387503,0.010047,0
0.0179,-0.031091,0.390673,0.0179,0
0.010071,-0.017584,0.394619,0.010071,0
0.003761,-0.011045,0.40141,0.003761,0
0.008776,-0.015918,0.404791,0.008776,0
0.005794,-0.013695,0.411575,0.005794,0
6.1e-05,-0.011949,0.41501,6.1e-05,0
0.006654,-0.01065,0.418576,0.006654,0
0.00509,-0.001587,0.447114,0.00509,0
0.000376,-0.00614,0.457056,0.000376,0
0.003934,-0.00153,0.471058,0.003934,0
0.006113,0.006598,0.497335,0.006113,0
6.7e-05,0.007147,0.501766,6.7e-05,0
0.009879,0.007648,0.505044,0.009879,0
0.013387,0.000516,0.511604,0.013387,0
0.0119,-0.008807,0.533407,0.0119,0
0.00694,-0.00095,0.51819,0.00694,0
0.00653,-0.00371,0.509898,0.00653,0
0.003911,-0.005067,0.509538,0.003911,0
0.000376,-0.008033,0.507079,0.000376,0
0.000977,-0.004885,0.501888,0.000977,0
0.000917,-0.000947,0.49948,0.000917,0
0.001889,-0.009903,0.48591,0.001889,0
0.007846,-0.01558,0.457931,0.007846,0
0.007005,-0.017439,0.450355,0.007005,0
0.009006,-0.018776,0.443363,0.009006,0
0.007407,-0.017985,0.436041,0.007407,0
0.008335,-0.016997,0.417649,0.008335,0
0.008015,-0.01355,0.411509,0.008015,0
0.008813,-0.010667,0.408303,0.008813,0
0.009413,-0.010416,0.407711,0.009413,0
0.003603,-0.0097,0.40899,0.003603,0
0.007693,-0.010015,0.410103,0.007693,0
0.010409,-0.014778,0.410079,0.010409,0
0.010498,-0.015069,0.411607,0.010498,0
0.0094,-0.01339,0.416364,0.0094,0
0.008643,-0.011441,0.418774,0.008643,0
0.004774,-0.011687,0.419959,0.004774,0
0.000594,-0.015489,0.419408,0.000594,0
0.001746,-0.017309,0.4306,0.001746,0
0.0009,-0.011306,0.430306,0.0009,0
0.001504,-0.009583,0.417589,0.001504,0
0.003096,-0.006759,0.416554,0.003096,0
0.034996,-0.016885,0.448068,0.034996,1
0.037905,-0.01304,0.45034,0.037905,1
0.040173,-0.010304,0.448358,0.040173,1
0.04739,-0.016096,0.446111,0.04739,1
0.050916,-0.016503,0.444136,0.050916,1
0.060464,-0.017413,0.444001,0.060464,1
0.060001,-0.016619,0.450763,0.060001,1
0.047041,-0.010355,0.449671,0.047041,1
0.039905,-0.007375,0.450447,0.039905,1
0.056737,-0.015859,0.44089,0.056737,1
0.04608,-0.015703,0.450706,0.04608,1
0.040968,-0.008376,0.44904,0.040968,1
0.035043,-0.006846,0.46157,0.035043,1
0.031375,0.000877,0.510944,0.031375,1
0.30550449180673955,1.0312630457234633,0.5970072807217366,1.307878355917322,0
-0.07396158070271079,0.005671073306207239,3.1900117961773713,-0.1893547275587658,0
0.3959781228604155,0.5358113770359711,-3.775550574287048,3.7006389920953318,0
0.9184519138448152,-0.2558194052747648,4.2810367986515345,-2.1355355326523053,0
-0.13713202483400158,0.2532250819907537,0.06244225355252642,-3.047690341849478,0
-0.1365301741695083,-0.10936644349414767,-0.6061946748685502,-1.379864139762489,0
0.9553556893044348,0.07475177199417456,-2.0582949381504188,-0.08334403271099561,0
0.46523683749174527,0.4690906203495309,-3.657948679664423,0.49145489864538366,0
-0.27567763156097125,-0.6647495465867781,2.5424914599047863,-0.47646511571265976,0
0.32766102615157877,1.6630168205483682,0.6744359179710098,0.7062357930285936,0
-0.27658561568747736,-0.8160119051997616,-2.7303792493526347,-2.501613848380888,0
-0.27682085214215413,-0.9832488902301857,-2.73641693015904,2.890146208146519,0
0.14576936293962048,0.9146326988000543,-0.3390167482253206,-0.1637103567851376,0
-1.1467651467946787,0.6215451551703487,4.672340813223482,2.235794663176255,0
-1.0307646995078197,0.4877108536417241,-0.14900437840901198,0.6896366927554083,0
-0.3323785175445836,0.49081740741142393,-3.256900382795265,0.9185004383075679,0
-0.6027336722006542,-0.0219404182775317,-0.11296166021486087,1.144499560464408,0
0.1923663995571643,-0.7323124971886653,-0.1746289243691762,0.8992351200346299,0
-0.5437534453127265,0.04421664655498107,-6.230060607353929,1.2865065197350878,0
-0.8398482208011748,-0.5575513692096894,0.3821088337054695,2.665839060264863,0
0.8892892613529324,0.766691786734201,-0.05630532552169487,0.4029423394029403,0
-0.12489378029192139,-0.13005890520171093,2.266556912033546,1.4285795151770246,0
0.0514309228127543,-0.6728877574340093,5.149073237363363,-0.16855738857445343,0
-0.8476859117280741,-0.26799967332239477,3.3416095738693934,2.8873974308989454,0
-0.3251506347151096,0.3214291634204995,-0.15202072638707642,-1.3513056041185394,0
0.07263855382591966,-0.45886464224317974,-2.2488657718541756,3.6079658658216314,0
-0.6775681464533816,-0.6645873164531452,6.950116508124651,-0.06728790128868682,0
0.23826981100740316,0.18705876919352984,0.6623860850362207,-2.8486992042360963,0
-0.347695213951283,0.18753625688697823,0.5474192297823656,0.26889682982157853,0
-0.15718924987596605,-0.41112254029690387,0.4504622822249918,-1.3442763149497616,0
-0.34554796733763815,-0.38258164449465826,0.9986619019196373,1.6967630979774482,0
1.1258629107053626,0.17959594988610905,0.13852897019014382,-1.2907519586047818,0
0.004615665157239648,-1.1670594731978592,-0.9372380172005907,-0.8796528664295594,0
-0.6263235573735403,-1.1374600195012443,-0.8778633531009803,-3.770778461891062,0
0.5003669472619133,-0.5854733770019488,0.40484182446000405,-0.8977726384981535,0
-0.7296151899826133,-0.1848507213694778,-0.8765629278344123,-4.844867653257913,0
0.12701315700285323,0.22934405247840367,-1.309768456692911,-3.166110646971447,0
-1.174370074327865,1.1599769735596417,0.734782569229742,1.5222613122885948,0
-0.7959356293390583,0.6713376985616156,-0.1774800435521382,1.5725763173016645,0
0.1347127415214741,-0.1518288239707417,4.217724471456721,0.8675111235699295,0
0.47097494799724626,-0.03956996632215107,-6.1739685209825295,-1.906057286258426,0
0.1378169687139823,-0.8289084917102472,3.176835129806155,-0.06042671228395971,1
-0.03147396943294432,-0.037951508793911945,3.565552981244073,0.030709921818863187,1
-0.13938921735357326,-0.2522309111361107,-4.735117581020374,-2.2754563783850856,1
-0.8397231942204564,0.2320788482704716,-0.41049698520087186,3.0541866035343013,1
-0.3809805250368252,-0.6882877548418584,-0.48436616498947865,1.8056505811513428,1
-0.2149192625758725,0.3880542113929379,-3.074777236794553,-0.38046434765932785,1
0.6942853357313493,1.1995621304020623,-1.4927787189771884,0.11378367798906155,1
0.25331297374107686,-0.10836311876548609,-2.326767613664572,0.463907615895105,1
-1.0179090932176404,0.30399437767915316,4.831123108559057,-4.043554736848582,1
0.251187381636877,0.5262561933688901,2.780085982868653,-0.4376177650411939,1
-0.18486936824978992,-0.346689377508669,3.630593737485397,-1.3177884959955972,1
-0.3651852001835752,0.16089798544833342,2.253220160108088,-1.9622720197898311,1
0.4020487733045207,0.0032279206254358893,-2.360058428043073,-0.5271575857719097,1
0.6330037134975706,0.07771287883906539,-0.8520766656994341,3.609777053699045,0
0.5650590714697191,-0.6233878270843732,1.687199403069795,1.2879767225340197,0
-0.503482513933583,0.0070341394071541715,-2.588486522229864,-1.1423099795655935,0
-0.18446642551072873,0.3913756329963598,2.2460440754309703,1.1462265627123172,0
0.21223005884213839,1.1641958862360335,-0.11530449539533755,2.8121828731720044,0
0.5966270762734155,0.7680276608681655,-0.44681501887399383,1.8605673658255377,0
-0.26468454270717395,1.7222289660092454,2.277248920508729,0.14208073984034825,0
-0.09317838599829027,-0.6183250503104396,1.6051412787150994,-1.2756565554111479,0
-0.634930984403617,0.6991355093765426,-0.4183394145476998,1.4253166272271798,0
-0.6996189744484024,0.1427566045906814,3.38486250841062,0.8050757708434992,0
0.5091634934365188,1.749594346574138,-2.2212283189997435,1.8120344400554647,0
0.8343180171424938,-0.6400886282841212,2.0203500173606592,1.2909176033639391,0
-0.03337607294820031,-0.6580664737446209,1.9339151449209595,2.1089354306386703,0
0.6126107387352145,-0.46575611635521774,-0.3311430982849757,-1.059979423121136,0
0.2300546150285805,-1.7068075794478454,1.207235555605295,2.6478611312686513,0
-0.36653585276307454,-0.44151501734460885,-2.7467719409632574,0.4157352093847993,0
0.23798436330504835,-0.6277651292429585,2.6975805480172523,4.171668745250531,0
0.9507319398795815,0.08822302918096611,-0.07058234110747258,-1.3504656361791356,0
-0.0003236234659709236,0.24582078062172757,-0.9121785512975987,3.4930996063304987,0
0.9525481934884037,1.478891671372709,3.0249430645922235,0.4095835669252956,0
-1.5630710624538466,0.7344110705488403,-1.356067226356898,-1.2940600072288968,0
0.4989355026251343,-0.4852179245299225,-3.098578240908899,-0.9619776681086432,0
0.06329024094290273,-0.7416807370786864,-3.4665519338097592,-0.6296326163886403,0
-0.16275041027952047,0.3728853372052046,1.9436008783640992,0.8649858928038328,0
0.07024646592130138,-1.0687735656165136,-2.7538493812407077,1.0608609760709993,0
-1.1821653487605357,1.458926012683483,4.844041454960911,-1.137024007877158,0
-0.12786913270250716,0.9410210965770297,-4.7327655197093055,-0.04477518452196568,0
0.22049054290704784,-0.36874252168376387,4.7384759207250955,4.290763717223728,0
0.8968034268449097,-1.363260623272702,1.030309668006546,3.4651533402014225,0
-0.2910831309641884,1.0907458993323305,0.2733612203240191,0.8925263393480641,0
-0.46170916173591253,-0.08010587620209432,-0.8396837170223742,0.09939395633640058,0
-0.26867922615072193,1.0021300495787695,1.518784285880177,0.2724376534365226,1
0.5818412706212445,-1.261182127035494,0.4294682439378791,1.2596359454608332,1
0.24254766579581066,-0.4629790183630183,3.2848577050413037,-2.000288130396811,1
-0.27227512226022327,0.01760195977454653,0.8133691216550991,-0.4691720748466902,1
0.3538694598680136,0.05010147501179365,0.9068584036546941,-3.291259147755179,1
0.09979952960882424,-0.35297337718339494,-0.3669605305346396,0.8399992452105585,1
0.6213959943197336,0.503247945877999,0.40492094069733137,1.334600879405482,1
-0.3811728563264114,-0.8501713435060756,1.318292422230148,-0.9263139245987481,1
-0.1619372879586609,-0.11110558801703481,-3.734245981641564,3.182633526580066,1
-0.21235489187929457,0.08741950536951909,-2.8370565552642826,-2.4286213260046825,0
-0.8611679688792712,0.39960006724699926,2.3864502350567873,-2.9118087604196403,0
0.18420316623874564,0.5555709024711118,0.9470615953198547,0.4554346371199441,0
0.1605551633079336,-0.9148806734702954,0.0495796591183022,2.0981186052243093,0
0.003444073985476534,-1.2454243365884978,0.5531638326634829,3.3682313829157375,0
-0.13977528002508813,1.0072564575188072,1.3718422634041776,-0.91679152573788,0
-0.7659054452302485,0.2913662095836733,-0.7701532007734037,2.2406786668625913,2
-0.1666561936592154,-0.5735452292452429,-1.3649518135057817,0.008714060998585585,2
-0.1196937099160617,1.2655415804180186,1.0685571377442038,-0.2593195998816393,2
-0.3963803615329713,0.11697770743428694,-1.86781794403758,1.8523058749733448,2
-0.01153642699960547,0.9690307472510612,1.5981828892861798,1.3898807568268392,2
0.327450514088723,0.08051378512808716,-3.679190010594601,-3.0677643139684987,2
1.2150605407263182,1.6759663399055897,3.1482690933141093,3.0364296994517916,2
0.1868116876991034,1.4345076739545637,1.7532157060326075,2.842247708294903,2
0.2529002344336586,-0.15469331878325882,1.2014003357846892,-1.1527554030190588,2
0.05340345054029968,0.8200137607634844,3.0192934598637846,0.8896780668748181,2
-1.0445547291794248,0.5643937596681181,4.730696111156441,1.0947683725654775,2
0.09026667473046988,1.131528246025879,3.0951161625453265,0.6275225316478142,2
0.13772912596461587,-0.7391977684640836,-4.043752578329113,-0.9990193076908402,2
1.5778422674911716,0.5804621679987515,-2.638510416839254,-1.2433497358761032,2
-0.015893578868673514,0.8787525894796703,-1.005498444239197,0.048414858017109444,2
0.2800494054001675,-1.3740515891384915,0.6199366255270845,2.444579038518729,2
0.07639293817685401,-0.9144938101326201,1.8392585511728075,1.1844203091888648,2
-0.6064358225717192,-1.6022847422080806,-1.286367532883664,-0.646457664172212,2
0.7783536887090122,-0.18631346755564623,0.9920559111926959,1.6360574212966894,2
0.5374318196120644,0.6268248046367699,-1.3591353308833063,-5.610813241260151,2
0.5727521682258281,1.2593016416768226,-0.9945405074798706,2.3956644007442067,2
-0.4407774728768433,0.10850782433582015,-2.981172742120556,-3.374572557556199,2
0.9545775865616595,1.3492444364570335,-1.7644051152772606,-0.6119808828062643,2
-0.7255166376753686,-1.0605601665719133,-2.834389514040834,-2.1237457892522875,2
0.4741402562801622,-1.3200729514841238,-1.875434132443332,-2.4673369514418115,2
1.433971375485987,-0.014683159117295026,3.193245491519599,2.441351574757039,2
-0.47261779507841295,0.3432253591514458,-1.8045052220798574,-0.8136984026237827,2
-0.21539563776166312,0.01548120152472551,7.153134162093477,0.8173907634614316,2
0.18129581905258474,-1.6147476800319014,1.8043007522022232,0.02766384224163186,2
-0.17892639246971948,-0.028431031610230723,1.0383233092371849,1.077240654446243,2
-0.8007740586396797,-0.9974496004038825,-1.5640024504530339,0.28326778212051074,2
0.1736067848836164,0.5814300390640308,2.3324436985224786,-2.4335154483771393,2
-0.5057842282356629,0.33677659687747863,-0.8591215655944348,2.12413163889428,2
0.4196464583811089,-0.7053728290618843,0.8847315366134036,-0.852022166322625,2
-0.41648654054028184,-0.3663265338693549,6.981662345671987,-2.977995797319502,2
1.0669896430105237,-0.8031448175111613,0.34249425068837536,-0.719201321931825,2
-0.3355249754017422,-0.0083732778185375,3.4546113157141893,3.135946581268622,2
-0.059131909723405346,0.8060318564009906,-1.1774720628147186,1.8345484842269857,2
0.6198573304218018,-0.7487458370684351,0.49194277375759576,-0.5655572688157184,2
-0.6116045898603731,0.44116421241427556,5.006478589088775,-0.5716014086368576,2
0.25637396076247765,-0.3877770946979527,-0.9885636444694186,-0.5233721024347653,2
0.9041296525694569,-0.5983672658098753,5.111520394992322,4.273339967121681,2
-0.8465389407367364,-0.05013528796364627,2.3501038386386885,0.8818219044631067,2
0.22775931511938252,-0.7934988579354992,-0.8253369397356691,0.9770622943821392,2
0.2730826765490541,-0.4084424442777457,2.162229347638802,2.1777199080636844,2
0.5850187230663861,-0.9238383140710787,3.0124571240668248,0.593503318053027,2
-0.6279184265268491,1.6062471063331116,2.134901905542991,-0.4038322916414062,2
-0.6792979678505658,0.0626998415773829,-3.345699799726141,-0.27972369816995657,2
0.4268629393701385,-0.5241714063940685,-1.2380629395621714,-0.029504518828127907,2
0.2920298039399116,0.20733292858737762,-0.03873058887876191,0.03939452698031681,2
0.2641317102075259,-0.05323443975266386,0.3942154272498843,1.5690950872739597,2
0.3247679256981854,-0.1384576796265784,2.132545243876695,0.22079077161459887,2
-0.28821783294709447,0.5299043600347402,1.0257565023331345,1.5850771544311584,2
0.26138221829660213,0.6448621680378441,-2.7562758967752528,-0.03940316021716464,2
0.29923648397920877,-0.385278918088422,1.533306627514908,0.2806633806321812,2
-0.3039488508158207,-0.42011759251574404,2.1090043632095576,-3.8717393690642155,2
1.245546706686854,-0.17889635772131524,1.9812971198275995,1.958737349404963,2
0.4117847525470725,-1.799556931788468,3.2828338138865543,0.8204619517959854,2
-0.5847420983215892,-1.1689808497588419,2.6639503863722602,2.1260602197193044,2
0.5290931651802978,1.1383354139556199,1.7261991980710918,-5.6573497563873785,2
-0.44201300213639283,1.3634991708010271,0.4003727213533825,4.319545409561455,2
0.6149847622454712,-0.15411083164510267,-3.5708243337899783,-0.1364452563103475,2
0.8379683474044425,0.5056645704446132,1.6571435478314647,2.359176633475033,2
-0.35022639101102626,0.2934921236348289,1.1034352179077778,-1.9376288542510618,2
0.719807677546593,2.50708464676419,1.2627680929884337,1.3673298101251394,2
0.387943556161899,0.9389399291476614,-2.6098524395507736,-1.9665561263473124,2
0.632148095996694,-0.05968507318461324,-2.121831351020656,-1.1086259213916103,2
1.2761617895923683,-0.7228653524803407,3.211993133332259,3.966148707733572,2
-0.009182869601722293,-1.2449210562060582,0.48006511535836244,-0.24331480152669316,2
-0.3142726986144937,0.2027439086937785,2.282253743431561,0.5728347463594458,2
-0.39628665777531397,-0.5657845962274427,0.6491279403261528,1.8775574613775083,2
-0.352364170979263,-1.0990279676781394,0.652584348739363,1.1284857759452094,2
0.09173597435153749,-0.47851630739402123,2.924211514939994,0.4388348102871529,2
0.3434991848899863,-0.826075402891516,-0.7115748205434348,0.8687300049324509,2
0.30527447959801146,1.389022308058052,0.8188059423524584,4.94609117047655,2
0.6338819494216142,0.7437158055595604,-0.5781292217626061,0.02233440593282922,2
0.1444301351267442,0.031681886946706095,-0.509544568580789,0.5388270934299351,2
1.00846544629439,1.2226383111120207,-0.1967323086715984,2.237653792015224,2
-0.02271809994277363,0.10103464611809465,1.130166429084282,2.347127865915968,2
1.7682534999537713,-0.648331361062611,-0.6243555541586934,2.5102126111207603,2
0.5118004086590037,1.260330261815726,3.7107113139338024,1.4138604440583693,2
-0.37736053384976953,0.47387403494772695,-1.6651922555487597,-2.149075825460967,2
-0.5056024988366674,-0.7869299234611652,0.10412288959660237,3.403796064602192,2
0.4263694491459112,-0.10931194246688655,-0.5280696456854372,-2.155804786037376,2
0.002917328804489472,-0.6576736027078058,4.188963710884332,0.7422659304780664,2
0.5656422964552552,-1.0629847847714688,1.0635519412789365,-1.3713097000387158,2
0.42035057474412685,0.7843930380253131,3.152272348671587,0.008131306814014916,2
0.09056765240587633,1.5684843123761045,-3.1404019325924297,0.7917898206069608,2
-0.3752272308410429,-1.079259059055313,1.2407996646731472,0.7755634309005461,2
-0.7765823348115188,0.4896083893524567,2.7970049890585926,0.9761675084705694,2
-0.13446997124021262,-0.47992505529746154,0.7781619731885604,3.360861538117294,2
0.6483012765940833,-0.34841030701175685,3.235421937663378,1.0415306030279596,2
0.2637312464781224,-0.4320731393910954,-0.7220491252509305,-0.35303827058129733,2
-0.6109802672271928,-0.6490186157438528,4.09460560046395,2.0646373365767143,2
0.2415565555107092,0.0818223023558616,6.318588309048125,2.516588977849281,2
0.36984242783730203,-0.6214090931288302,-0.3356554010991477,-2.316563630273985,2
-0.38947246172067973,0.2602464606238711,-0.5424873035019295,1.335642139699716,2
0.23562406356731674,0.003977512440690431,4.205237192794252,1.5457344846217966,2
0.18245923106759993,-0.1469834374931278,4.523164364326781,-0.44759300671998387,2
-0.5344461786983739,-0.6815079296332783,-0.7313040678831707,2.902749626623239,2
0.22214841620896997,-0.46442706445466625,-0.5927720427396432,-0.29263517406505346,0
0.3454677158209406,0.6042819806606049,-0.24992852215126798,0.2601499069430845,0
0.6571957459051662,0.39098375009950465,-2.9055262775856927,-0.3387786485677392,0
0.6369152312209417,-0.7896501958388409,-1.8395698662104956,0.03579209516293507,0
-0.8232416207742546,0.07345784434338071,-2.0528909168801697,-2.189190173790404,0
-0.5587440239490736,0.5959586986974312,-1.4594859127603212,-2.876150765188589,0
0.3168391603251958,-1.3373692248970976,0.384253781533047,3.1968281264499443,0
0.3130475705473253,0.42765315390394804,1.0646298313413018,-1.6891466966366557,0
0.3150356117836287,-0.5301720071566773,4.360816232035193,-1.9767776989126142,0
2.3126538943928328,0.45558593487452753,-2.0058451018469774,-4.30576522720743,0
0.34299930641590015,-0.6107053252340136,2.955318996191459,-1.2774584953790045,0
0.6829463841083594,-1.4448036805316153,-0.034792110563772405,-2.6445725868149967,0
0.5729920580959214,-1.30288995030653,0.3767857258689177,3.284621320272738,0
0.3909377507834788,0.0376829573291056,2.1868357304165094,2.0197371786852685,0
-0.18507554678420735,0.2071930013771855,-2.3068310539057464,-1.3722146903554475,0
0.46037553229596045,-0.724312300083527,1.4569813654601265,4.5098656106886175,0
-0.45873012872254304,0.5098309670218991,0.9165265205326402,1.9684959739831887,0
-0.1382831640440053,-1.333725049815168,1.7382081600203727,-0.6458547670172449,0
-0.29115812869746205,-0.05928083891785326,1.2239776097695452,-4.998751429747146,0
0.05665848363179353,-0.9746239598099654,6.646096349777236,4.589419145181483,0
1.3986951400041052,-0.5248728862417273,-1.0843199606282898,-2.769244933527192,0
-1.1197881155550486,0.03651593705313121,-0.8114523875045441,-3.2902264939137837,0
0.4126601142247081,-0.6898206922271619,-1.041168316061911,2.0460448640192803,0
-0.960566522713791,-0.30853443538386033,-0.8735957979006367,4.886567812678545,0
-0.28268011947366006,0.7961282473715525,-1.0833678182662942,2.7690246370210363,0
0.6594553581804197,-0.469398495618519,3.4799903277688795,1.133903240104719,0
0.04158601145727766,0.6617536896521135,4.057967619974637,1.1925266833305719,0
-0.6447968667575836,-0.9116554837260945,-0.9225257343736906,1.7086811175606154,0
-0.4274942255559809,0.4154063423322263,-1.5792929327605716,1.5195451795735302,0
0.4155756493608055,1.1476868965263203,1.6793138909660101,0.5701998479387516,0
